PING 1.1.1.1 (1.1.1.1) 56(84) bytes of data.
64 bytes from 1.1.1.1: icmp_seq=71 ttl=52 time=46.9 ms
64 bytes from 1.1.1.1: icmp_seq=72 ttl=52 time=26.5 ms
64 bytes from 1.1.1.1: icmp_seq=73 ttl=52 time=40.5 ms
64 bytes from 1.1.1.1: icmp_seq=74 ttl=52 time=48.7 ms
64 bytes from 1.1.1.1: icmp_seq=75 ttl=52 time=24.3 ms
64 bytes from 1.1.1.1: icmp_seq=76 ttl=52 time=47.6 ms
64 bytes from 1.1.1.1: icmp_seq=77 ttl=52 time=46.4 ms
64 bytes from 1.1.1.1: icmp_seq=78 ttl=52 time=39.8 ms
64 bytes from 1.1.1.1: icmp_seq=79 ttl=52 time=83.0 ms
64 bytes from 1.1.1.1: icmp_seq=80 ttl=52 time=60.6 ms
64 bytes from 1.1.1.1: icmp_seq=81 ttl=52 time=164 ms
64 bytes from 1.1.1.1: icmp_seq=82 ttl=52 time=75.4 ms
64 bytes from 1.1.1.1: icmp_seq=83 ttl=52 time=54.6 ms
64 bytes from 1.1.1.1: icmp_seq=84 ttl=52 time=53.3 ms
64 bytes from 1.1.1.1: icmp_seq=85 ttl=52 time=34.8 ms
64 bytes from 1.1.1.1: icmp_seq=86 ttl=52 time=70.8 ms
64 bytes from 1.1.1.1: icmp_seq=87 ttl=52 time=47.7 ms
64 bytes from 1.1.1.1: icmp_seq=88 ttl=52 time=30.6 ms
64 bytes from 1.1.1.1: icmp_seq=89 ttl=52 time=64.0 ms
64 bytes from 1.1.1.1: icmp_seq=90 ttl=52 time=42.8 ms
64 bytes from 1.1.1.1: icmp_seq=91 ttl=52 time=40.7 ms
64 bytes from 1.1.1.1: icmp_seq=92 ttl=52 time=425 ms
64 bytes from 1.1.1.1: icmp_seq=93 ttl=52 time=143 ms
64 bytes from 1.1.1.1: icmp_seq=94 ttl=52 time=37.0 ms
64 bytes from 1.1.1.1: icmp_seq=95 ttl=52 time=23.2 ms
64 bytes from 1.1.1.1: icmp_seq=96 ttl=52 time=356 ms
64 bytes from 1.1.1.1: icmp_seq=97 ttl=52 time=59.5 ms
64 bytes from 1.1.1.1: icmp_seq=98 ttl=52 time=32.2 ms
64 bytes from 1.1.1.1: icmp_seq=99 ttl=52 time=51.5 ms
64 bytes from 1.1.1.1: icmp_seq=100 ttl=52 time=69.5 ms
64 bytes from 1.1.1.1: icmp_seq=101 ttl=52 time=28.5 ms
64 bytes from 1.1.1.1: icmp_seq=102 ttl=52 time=65.7 ms
64 bytes from 1.1.1.1: icmp_seq=103 ttl=52 time=50.1 ms
64 bytes from 1.1.1.1: icmp_seq=104 ttl=52 time=103 ms
64 bytes from 1.1.1.1: icmp_seq=105 ttl=52 time=59.8 ms
64 bytes from 1.1.1.1: icmp_seq=106 ttl=52 time=44.7 ms
64 bytes from 1.1.1.1: icmp_seq=107 ttl=52 time=56.8 ms
64 bytes from 1.1.1.1: icmp_seq=108 ttl=52 time=43.7 ms
64 bytes from 1.1.1.1: icmp_seq=109 ttl=52 time=40.7 ms
64 bytes from 1.1.1.1: icmp_seq=110 ttl=52 time=76.9 ms
64 bytes from 1.1.1.1: icmp_seq=111 ttl=52 time=52.6 ms
64 bytes from 1.1.1.1: icmp_seq=112 ttl=52 time=37.2 ms
64 bytes from 1.1.1.1: icmp_seq=113 ttl=52 time=32.8 ms
64 bytes from 1.1.1.1: icmp_seq=114 ttl=52 time=48.6 ms
64 bytes from 1.1.1.1: icmp_seq=115 ttl=52 time=44.6 ms
64 bytes from 1.1.1.1: icmp_seq=116 ttl=52 time=61.7 ms
64 bytes from 1.1.1.1: icmp_seq=117 ttl=52 time=59.5 ms
64 bytes from 1.1.1.1: icmp_seq=118 ttl=52 time=37.8 ms
64 bytes from 1.1.1.1: icmp_seq=119 ttl=52 time=24.6 ms
64 bytes from 1.1.1.1: icmp_seq=120 ttl=52 time=55.0 ms
64 bytes from 1.1.1.1: icmp_seq=121 ttl=52 time=51.7 ms
64 bytes from 1.1.1.1: icmp_seq=122 ttl=52 time=49.7 ms
64 bytes from 1.1.1.1: icmp_seq=123 ttl=52 time=30.6 ms
64 bytes from 1.1.1.1: icmp_seq=124 ttl=52 time=29.5 ms
64 bytes from 1.1.1.1: icmp_seq=125 ttl=52 time=51.9 ms
64 bytes from 1.1.1.1: icmp_seq=126 ttl=52 time=44.9 ms
64 bytes from 1.1.1.1: icmp_seq=127 ttl=52 time=64.5 ms
64 bytes from 1.1.1.1: icmp_seq=128 ttl=52 time=47.8 ms
64 bytes from 1.1.1.1: icmp_seq=129 ttl=52 time=46.0 ms
64 bytes from 1.1.1.1: icmp_seq=130 ttl=52 time=44.6 ms
64 bytes from 1.1.1.1: icmp_seq=131 ttl=52 time=58.7 ms
64 bytes from 1.1.1.1: icmp_seq=132 ttl=52 time=63.0 ms
64 bytes from 1.1.1.1: icmp_seq=133 ttl=52 time=98.7 ms
64 bytes from 1.1.1.1: icmp_seq=134 ttl=52 time=95.8 ms
64 bytes from 1.1.1.1: icmp_seq=135 ttl=52 time=54.8 ms
64 bytes from 1.1.1.1: icmp_seq=136 ttl=52 time=55.1 ms
64 bytes from 1.1.1.1: icmp_seq=137 ttl=52 time=72.3 ms
64 bytes from 1.1.1.1: icmp_seq=138 ttl=52 time=49.3 ms
64 bytes from 1.1.1.1: icmp_seq=139 ttl=52 time=32.0 ms
64 bytes from 1.1.1.1: icmp_seq=140 ttl=52 time=30.5 ms
64 bytes from 1.1.1.1: icmp_seq=141 ttl=52 time=48.8 ms
64 bytes from 1.1.1.1: icmp_seq=142 ttl=52 time=41.7 ms
64 bytes from 1.1.1.1: icmp_seq=143 ttl=52 time=40.0 ms
64 bytes from 1.1.1.1: icmp_seq=144 ttl=52 time=40.4 ms
64 bytes from 1.1.1.1: icmp_seq=145 ttl=52 time=117 ms
64 bytes from 1.1.1.1: icmp_seq=146 ttl=52 time=36.3 ms
64 bytes from 1.1.1.1: icmp_seq=147 ttl=52 time=35.2 ms
64 bytes from 1.1.1.1: icmp_seq=148 ttl=52 time=50.2 ms
64 bytes from 1.1.1.1: icmp_seq=149 ttl=52 time=48.2 ms
64 bytes from 1.1.1.1: icmp_seq=150 ttl=52 time=51.7 ms
64 bytes from 1.1.1.1: icmp_seq=151 ttl=52 time=54.4 ms
64 bytes from 1.1.1.1: icmp_seq=152 ttl=52 time=44.5 ms
64 bytes from 1.1.1.1: icmp_seq=153 ttl=52 time=51.8 ms
64 bytes from 1.1.1.1: icmp_seq=154 ttl=52 time=62.5 ms
64 bytes from 1.1.1.1: icmp_seq=155 ttl=52 time=61.1 ms
64 bytes from 1.1.1.1: icmp_seq=156 ttl=52 time=80.0 ms
64 bytes from 1.1.1.1: icmp_seq=157 ttl=52 time=87.4 ms
64 bytes from 1.1.1.1: icmp_seq=158 ttl=52 time=42.0 ms
64 bytes from 1.1.1.1: icmp_seq=159 ttl=52 time=66.5 ms
64 bytes from 1.1.1.1: icmp_seq=160 ttl=52 time=53.8 ms
64 bytes from 1.1.1.1: icmp_seq=161 ttl=52 time=37.0 ms
64 bytes from 1.1.1.1: icmp_seq=162 ttl=52 time=36.7 ms
64 bytes from 1.1.1.1: icmp_seq=163 ttl=52 time=26.9 ms
64 bytes from 1.1.1.1: icmp_seq=164 ttl=52 time=51.8 ms
64 bytes from 1.1.1.1: icmp_seq=165 ttl=52 time=45.5 ms
64 bytes from 1.1.1.1: icmp_seq=166 ttl=52 time=45.5 ms
64 bytes from 1.1.1.1: icmp_seq=167 ttl=52 time=41.8 ms
64 bytes from 1.1.1.1: icmp_seq=168 ttl=52 time=25.8 ms
64 bytes from 1.1.1.1: icmp_seq=169 ttl=52 time=23.9 ms
64 bytes from 1.1.1.1: icmp_seq=170 ttl=52 time=55.0 ms
64 bytes from 1.1.1.1: icmp_seq=171 ttl=52 time=36.8 ms
64 bytes from 1.1.1.1: icmp_seq=172 ttl=52 time=58.3 ms
64 bytes from 1.1.1.1: icmp_seq=173 ttl=52 time=53.8 ms
64 bytes from 1.1.1.1: icmp_seq=174 ttl=52 time=50.6 ms
64 bytes from 1.1.1.1: icmp_seq=175 ttl=52 time=33.0 ms

--- 1.1.1.1 ping statistics ---
175 packets transmitted, 175 received, 0% packet loss, time 174189ms
rtt min/avg/max/mdev = 23.294/54.831/425.987/42.256 ms
