timestamp,motor_pwm_sent,servo_angle_sent,rgb_frame,depth_frame,detections_file
18:20:31.870,0,80,rgb/sample_000001.jpg,depth/sample_000001.png,detections/sample_000001.json
18:20:32.257,0,80,rgb/sample_000002.jpg,depth/sample_000002.png,detections/sample_000002.json
18:20:33.091,0,80,rgb/sample_000003.jpg,depth/sample_000003.png,detections/sample_000003.json
18:20:33.509,0,80,rgb/sample_000004.jpg,depth/sample_000004.png,detections/sample_000004.json
18:20:34.323,0,80,rgb/sample_000005.jpg,depth/sample_000005.png,detections/sample_000005.json
18:20:34.661,0,80,rgb/sample_000006.jpg,depth/sample_000006.png,detections/sample_000006.json
18:20:34.947,0,80,rgb/sample_000007.jpg,depth/sample_000007.png,detections/sample_000007.json
18:20:35.204,0,80,rgb/sample_000008.jpg,depth/sample_000008.png,detections/sample_000008.json
18:20:35.714,0,80,rgb/sample_000009.jpg,depth/sample_000009.png,detections/sample_000009.json
18:20:35.981,0,80,rgb/sample_000010.jpg,depth/sample_000010.png,detections/sample_000010.json
18:20:36.190,0,80,rgb/sample_000011.jpg,depth/sample_000011.png,detections/sample_000011.json
18:20:36.419,0,80,rgb/sample_000012.jpg,depth/sample_000012.png,detections/sample_000012.json
18:20:36.963,0,80,rgb/sample_000013.jpg,depth/sample_000013.png,detections/sample_000013.json
18:20:37.195,0,80,rgb/sample_000014.jpg,depth/sample_000014.png,detections/sample_000014.json
18:20:37.405,0,80,rgb/sample_000015.jpg,depth/sample_000015.png,detections/sample_000015.json
18:20:37.614,0,80,rgb/sample_000016.jpg,depth/sample_000016.png,detections/sample_000016.json
18:20:37.829,0,80,rgb/sample_000017.jpg,depth/sample_000017.png,detections/sample_000017.json
18:20:38.442,0,80,rgb/sample_000018.jpg,depth/sample_000018.png,detections/sample_000018.json
18:20:38.680,0,80,rgb/sample_000019.jpg,depth/sample_000019.png,detections/sample_000019.json
18:20:38.904,0,80,rgb/sample_000020.jpg,depth/sample_000020.png,detections/sample_000020.json
18:20:39.108,0,80,rgb/sample_000021.jpg,depth/sample_000021.png,detections/sample_000021.json
18:20:39.610,0,80,rgb/sample_000022.jpg,depth/sample_000022.png,detections/sample_000022.json
18:20:39.817,0,80,rgb/sample_000023.jpg,depth/sample_000023.png,detections/sample_000023.json
18:20:40.027,0,80,rgb/sample_000024.jpg,depth/sample_000024.png,detections/sample_000024.json
18:20:40.237,0,80,rgb/sample_000025.jpg,depth/sample_000025.png,detections/sample_000025.json
18:20:40.450,0,80,rgb/sample_000026.jpg,depth/sample_000026.png,detections/sample_000026.json
18:20:40.954,0,80,rgb/sample_000027.jpg,depth/sample_000027.png,detections/sample_000027.json
18:20:41.170,0,80,rgb/sample_000028.jpg,depth/sample_000028.png,detections/sample_000028.json
18:20:41.405,37,80,rgb/sample_000029.jpg,depth/sample_000029.png,detections/sample_000029.json
18:20:41.627,46,80,rgb/sample_000030.jpg,depth/sample_000030.png,detections/sample_000030.json
18:20:41.837,0,80,rgb/sample_000031.jpg,depth/sample_000031.png,detections/sample_000031.json
18:20:42.439,0,80,rgb/sample_000032.jpg,depth/sample_000032.png,detections/sample_000032.json
18:20:42.737,0,45,rgb/sample_000033.jpg,depth/sample_000033.png,detections/sample_000033.json
18:20:42.966,0,45,rgb/sample_000034.jpg,depth/sample_000034.png,detections/sample_000034.json
18:20:43.167,0,73,rgb/sample_000035.jpg,depth/sample_000035.png,detections/sample_000035.json
18:20:43.768,0,109,rgb/sample_000036.jpg,depth/sample_000036.png,detections/sample_000036.json
18:20:44.022,0,92,rgb/sample_000037.jpg,depth/sample_000037.png,detections/sample_000037.json
18:20:44.238,0,80,rgb/sample_000038.jpg,depth/sample_000038.png,detections/sample_000038.json
18:20:44.441,0,80,rgb/sample_000039.jpg,depth/sample_000039.png,detections/sample_000039.json
18:20:44.945,0,80,rgb/sample_000040.jpg,depth/sample_000040.png,detections/sample_000040.json
18:20:45.181,0,80,rgb/sample_000041.jpg,depth/sample_000041.png,detections/sample_000041.json
18:20:45.403,0,80,rgb/sample_000042.jpg,depth/sample_000042.png,detections/sample_000042.json
