timestamp,motor_pwm_sent,servo_angle_sent,camera_frame
16:54:36.857,0,80,frames/frame_000001.jpg
16:54:38.277,0,80,frames/frame_000002.jpg
16:54:39.610,0,80,frames/frame_000003.jpg
16:54:39.650,0,80,frames/frame_000004.jpg
16:54:39.854,0,80,frames/frame_000005.jpg
16:54:40.060,0,80,frames/frame_000006.jpg
16:54:40.252,0,80,frames/frame_000007.jpg
16:54:40.472,0,80,frames/frame_000008.jpg
16:54:40.930,0,80,frames/frame_000009.jpg
16:54:40.970,0,80,frames/frame_000010.jpg
16:54:41.053,0,80,frames/frame_000011.jpg
16:54:41.264,0,80,frames/frame_000012.jpg
16:54:41.459,0,80,frames/frame_000013.jpg
16:54:41.657,0,80,frames/frame_000014.jpg
16:54:41.857,0,80,frames/frame_000015.jpg
16:54:42.257,0,80,frames/frame_000016.jpg
16:54:42.303,0,80,frames/frame_000017.jpg
16:54:42.460,0,80,frames/frame_000018.jpg
16:54:42.655,0,80,frames/frame_000019.jpg
16:54:42.857,0,80,frames/frame_000020.jpg
16:54:43.063,0,80,frames/frame_000021.jpg
16:54:43.569,0,80,frames/frame_000022.jpg
16:54:43.613,0,80,frames/frame_000023.jpg
16:54:43.654,0,80,frames/frame_000024.jpg
16:54:43.857,0,80,frames/frame_000025.jpg
16:54:44.060,0,80,frames/frame_000026.jpg
16:54:44.256,0,80,frames/frame_000027.jpg
16:54:44.447,0,80,frames/frame_000028.jpg
16:54:44.880,0,80,frames/frame_000029.jpg
16:54:44.932,0,80,frames/frame_000030.jpg
16:54:45.084,0,80,frames/frame_000031.jpg
16:54:45.253,0,80,frames/frame_000032.jpg
16:54:45.456,0,80,frames/frame_000033.jpg
16:54:45.654,0,80,frames/frame_000034.jpg
16:54:46.309,0,80,frames/frame_000035.jpg
16:54:46.590,0,80,frames/frame_000036.jpg
16:54:46.652,0,80,frames/frame_000037.jpg
16:54:46.853,0,80,frames/frame_000038.jpg
16:54:47.054,0,80,frames/frame_000039.jpg
16:54:47.268,0,80,frames/frame_000040.jpg
16:54:48.028,0,80,frames/frame_000041.jpg
16:54:48.087,0,80,frames/frame_000042.jpg
16:54:48.257,0,80,frames/frame_000043.jpg
16:54:48.458,0,80,frames/frame_000044.jpg
16:54:48.660,0,80,frames/frame_000045.jpg
16:54:48.856,0,80,frames/frame_000046.jpg
16:54:49.472,0,80,frames/frame_000047.jpg
16:54:49.549,0,80,frames/frame_000048.jpg
16:54:49.656,0,80,frames/frame_000049.jpg
16:54:49.944,0,80,frames/frame_000050.jpg
16:54:50.065,0,80,frames/frame_000051.jpg
