timestamp,motor_pwm_sent,servo_angle_sent,camera_frame
16:53:02.984,0,80,frames/frame_000001.jpg
16:53:03.163,0,80,frames/frame_000002.jpg
16:53:04.022,0,80,frames/frame_000003.jpg
16:53:04.190,0,80,frames/frame_000004.jpg
16:53:05.387,0,80,frames/frame_000005.jpg
16:53:05.432,0,80,frames/frame_000006.jpg
16:53:05.474,0,80,frames/frame_000007.jpg
16:53:05.697,0,80,frames/frame_000008.jpg
16:53:05.868,0,80,frames/frame_000009.jpg
16:53:06.108,0,80,frames/frame_000010.jpg
16:53:06.265,0,80,frames/frame_000011.jpg
16:53:06.722,0,80,frames/frame_000012.jpg
16:53:06.764,0,80,frames/frame_000013.jpg
16:53:06.876,0,80,frames/frame_000014.jpg
16:53:07.133,0,80,frames/frame_000015.jpg
16:53:07.267,0,80,frames/frame_000016.jpg
16:53:07.468,0,80,frames/frame_000017.jpg
16:53:07.667,0,80,frames/frame_000018.jpg
16:53:08.054,0,80,frames/frame_000019.jpg
16:53:08.102,0,80,frames/frame_000020.jpg
16:53:08.273,0,80,frames/frame_000021.jpg
16:53:08.472,0,80,frames/frame_000022.jpg
16:53:08.670,0,80,frames/frame_000023.jpg
16:53:08.869,0,81,frames/frame_000024.jpg
16:53:09.397,0,93,frames/frame_000025.jpg
16:53:09.441,0,80,frames/frame_000026.jpg
16:53:09.482,0,80,frames/frame_000027.jpg
16:53:09.681,0,80,frames/frame_000028.jpg
16:53:09.877,0,80,frames/frame_000029.jpg
16:53:10.109,0,80,frames/frame_000030.jpg
16:53:10.285,0,80,frames/frame_000031.jpg
16:53:10.715,0,80,frames/frame_000032.jpg
16:53:10.755,0,98,frames/frame_000033.jpg
16:53:10.872,0,110,frames/frame_000034.jpg
16:53:11.072,0,115,frames/frame_000035.jpg
16:53:11.267,0,114,frames/frame_000036.jpg
16:53:11.461,0,98,frames/frame_000037.jpg
16:53:11.669,0,64,frames/frame_000038.jpg
16:53:12.045,0,45,frames/frame_000039.jpg
16:53:12.087,0,45,frames/frame_000040.jpg
16:53:12.263,0,45,frames/frame_000041.jpg
16:53:12.470,0,45,frames/frame_000042.jpg
16:53:12.663,0,65,frames/frame_000043.jpg
16:53:12.870,0,102,frames/frame_000044.jpg
16:53:13.582,0,115,frames/frame_000045.jpg
16:53:13.629,0,87,frames/frame_000046.jpg
16:53:13.667,0,81,frames/frame_000047.jpg
16:53:13.887,0,45,frames/frame_000048.jpg
16:53:14.074,0,45,frames/frame_000049.jpg
16:53:14.294,0,45,frames/frame_000050.jpg
16:53:14.715,0,45,frames/frame_000051.jpg
16:53:14.834,0,92,frames/frame_000052.jpg
16:53:14.872,0,115,frames/frame_000053.jpg
16:53:15.074,0,98,frames/frame_000054.jpg
16:53:15.348,0,80,frames/frame_000055.jpg
16:53:15.463,0,80,frames/frame_000056.jpg
16:53:15.718,0,80,frames/frame_000057.jpg
16:53:16.461,0,80,frames/frame_000058.jpg
16:53:16.505,-29,80,frames/frame_000059.jpg
16:53:16.677,0,80,frames/frame_000060.jpg
16:53:16.882,32,80,frames/frame_000061.jpg
16:53:17.086,67,80,frames/frame_000062.jpg
16:53:17.289,77,80,frames/frame_000063.jpg
16:53:17.906,78,80,frames/frame_000064.jpg
16:53:17.968,63,80,frames/frame_000065.jpg
16:53:18.110,47,80,frames/frame_000066.jpg
16:53:18.315,0,80,frames/frame_000067.jpg
16:53:18.520,-63,80,frames/frame_000068.jpg
16:53:18.723,-184,80,frames/frame_000069.jpg
16:53:19.559,-191,80,frames/frame_000070.jpg
16:53:20.848,109,80,frames/frame_000071.jpg
16:53:20.894,32,80,frames/frame_000072.jpg
16:53:21.069,0,80,frames/frame_000073.jpg
16:53:21.267,0,80,frames/frame_000074.jpg
16:53:21.462,0,80,frames/frame_000075.jpg
16:53:21.663,0,80,frames/frame_000076.jpg
